,_id,price,bedroom,bathroom,area,district,city,releaseDate,id
191,{'$oid': '65edbc48f8472f2ffaac7d6c'},1000000000,3,1,50,TANGERANG,KOTA TANGERANG,2024/03/10,917701585
192,{'$oid': '65edbc48f8472f2ffaac7d6d'},435000000,2,1,42,SIDOARJO,KAB. SIDOARJO,2024/03/10,917701546
193,{'$oid': '65edbc48f8472f2ffaac7d6e'},185000000,3,1,130,LANDASAN ULIN,KOTA BANJARBARU,2024/03/10,917701543
194,{'$oid': '65edbc48f8472f2ffaac7d6f'},573000000,4,2,77,PASAR BARU,JAKARTA PUSAT,2024/03/10,917701541
195,{'$oid': '65edbc48f8472f2ffaac7d70'},{'$numberLong': '3200000000'},4,4,330,TAKTAKAN,KOTA SERANG,2024/03/10,917701532
196,{'$oid': '65edbc48f8472f2ffaac7d71'},320,2,1,45,GODEAN,KAB. SLEMAN,2024/03/10,915264022
197,{'$oid': '65edbc48f8472f2ffaac7d72'},450000,2,1,50,GODEAN,KAB. SLEMAN,2024/03/10,914537130
198,{'$oid': '65edbc48f8472f2ffaac7d73'},885000000,3,2,70,SUKMAJAYA,KOTA DEPOK,2024/02/13,916152210
199,{'$oid': '65edbc48f8472f2ffaac7d74'},{'$numberLong': '2500000000'},10,5,635,KARAWACI,KOTA TANGERANG,2024/02/09,887307254
200,{'$oid': '65edbc48f8472f2ffaac7d75'},810000000,2,1,49,PANONGAN,KAB. TANGERANG,2024/06/16,898842705
201,{'$oid': '65edbc48f8472f2ffaac7d76'},1600000000,4,3,231,CIRACAS,JAKARTA TIMUR,2024/10/19,905456178
202,{'$oid': '65edbc48f8472f2ffaac7d77'},{'$numberLong': '3200000000'},4,4,330,SAWAH BESAR,JAKARTA PUSAT,2024/03/10,917701482
203,{'$oid': '65edbc48f8472f2ffaac7d78'},573000000,4,2,77,DAAN MOGOT,JAKARTA BARAT,2024/03/10,917701467
204,{'$oid': '65edbc48f8472f2ffaac7d79'},400000000,3,1,120,CIBITUNG,KAB. BEKASI,2024/03/10,917701462
205,{'$oid': '65edbc48f8472f2ffaac7d7a'},300000000,1,1,21,GUNUNG PUTRI,KAB. BOGOR,2024/03/10,917701460
206,{'$oid': '65edbc48f8472f2ffaac7d7b'},500000001,3,2,52,TANGERANG,KOTA TANGERANG,2024/03/10,917701435
207,{'$oid': '65edbc48f8472f2ffaac7d7c'},{'$numberLong': '3200000000'},4,4,330,CIBALIUNG,KAB. PANDEGLANG,2024/03/10,917701429
208,{'$oid': '65edbc48f8472f2ffaac7d7d'},573000000,4,2,77,CIPUTAT TIMUR,KOTA TANGERANG SELATAN,2024/03/10,917701399
209,{'$oid': '65edbc48f8472f2ffaac7d7e'},18000000,2,1,30,NAGRAK,KAB. SUKABUMI,2024/03/10,917701390
210,{'$oid': '65edbc48f8472f2ffaac7d7f'},1850000000,4,3,121,JAGAKARSA,JAKARTA SELATAN,2024/03/10,917701385
211,{'$oid': '65edbc48f8472f2ffaac7d80'},{'$numberLong': '3200000000'},4,4,330,SERPONG,KOTA TANGERANG SELATAN,2024/03/10,917701384
212,{'$oid': '65edbc48f8472f2ffaac7d81'},457000000,2,1,45,KALIDERES,JAKARTA BARAT,2024/03/10,917701380
213,{'$oid': '65edbc48f8472f2ffaac7d82'},1355000000,3,2,100,CIBUBUR,JAKARTA TIMUR,2024/03/02,917317482
214,{'$oid': '65edbc48f8472f2ffaac7d83'},650000000,3,1,81,TAMAN,KAB. PEMALANG,2024/02/19,911494215
215,{'$oid': '65edbc48f8472f2ffaac7d84'},795000000,4,2,135,CIBITUNG,KAB. BEKASI,2024/02/19,916713714
216,{'$oid': '65edbc48f8472f2ffaac7d85'},1800000000,3,3,153,GAMPING,KAB. SLEMAN,2024/02/27,917090667
217,{'$oid': '65edbc48f8472f2ffaac7d86'},2030000000,4,2,150,WARU,KAB. SIDOARJO,2024/03/10,917701365
218,{'$oid': '65edbc48f8472f2ffaac7d87'},573000000,4,2,77,KARANG TENGAH,KOTA TANGERANG,2024/03/10,917701337
219,{'$oid': '65edbc48f8472f2ffaac7d88'},900000000,1,1,96,CILODONG,KOTA DEPOK,2024/03/10,917701325
220,{'$oid': '65edbc48f8472f2ffaac7d89'},5000000,3,4,119,ILIR TIMUR II,KOTA PALEMBANG,2024/03/10,917701324
221,{'$oid': '65edbc48f8472f2ffaac7d8a'},535000000,3,1,36,PAKEM,KAB. SLEMAN,2024/03/10,917701312
222,{'$oid': '65edbc48f8472f2ffaac7d8b'},775000000,2,2,142,BATU,KOTA BATU,2024/03/10,917701301
223,{'$oid': '65edbc48f8472f2ffaac7d8c'},573000000,4,2,77,LEGOK,KAB. TANGERANG,2024/03/10,917701283
224,{'$oid': '65edbc48f8472f2ffaac7d8d'},375000000,2,1,54,SUKUN,KOTA MALANG,2024/03/10,917701282
225,{'$oid': '65edbc48f8472f2ffaac7d8e'},550,2,1,50,CIKUPA,KAB. TANGERANG,2024/03/10,917701242
226,{'$oid': '65edbc48f8472f2ffaac7d8f'},1199000000,3,2,100,MULYOREJO,KOTA SURABAYA,2024/03/10,917701230
227,{'$oid': '65edbc48f8472f2ffaac7d90'},278100000,2,1,36,PACET,KAB. MOJOKERTO,2024/03/10,917701226
228,{'$oid': '65edbc48f8472f2ffaac7d91'},980000000,3,2,210,CIAMIS,KAB. CIAMIS,2024/02/15,916514544
229,{'$oid': '65edbc48f8472f2ffaac7d92'},1500000000,2,2,100,PANCORAN MAS,KOTA DEPOK,2024/01/24,915532458
230,{'$oid': '65edbc48f8472f2ffaac7d93'},670000000,2,1,85,BABELAN,KAB. BEKASI,2024/03/04,915098880
231,{'$oid': '65edbc48f8472f2ffaac7d94'},500000000,4,2,90,SAWANGAN,KOTA DEPOK,2024/02/02,915972318
232,{'$oid': '65edbc48f8472f2ffaac7d95'},385000000,2,1,100,TAMANSARI,KOTA TASIKMALAYA,2024/03/10,913979902
233,{'$oid': '65edbc48f8472f2ffaac7d96'},135000000,1,1,21,CILANDAK,JAKARTA SELATAN,2024/03/10,917701122
234,{'$oid': '65edbc48f8472f2ffaac7d97'},850000000,2,1,50,TARUMAJAYA,KAB. BEKASI,2024/03/10,917701101
235,{'$oid': '65edbc48f8472f2ffaac7d98'},750000000,3,2,200,KADIPIRO,KOTA SURAKARTA,2024/03/10,917701076
236,{'$oid': '65edbc48f8472f2ffaac7d99'},500000000,3,1,128,GONDOKUSUMAN,KOTA YOGYAKARTA,2024/03/10,917701067
237,{'$oid': '65edbc48f8472f2ffaac7d9a'},278000000,2,1,36,KARANGPILANG,KOTA SURABAYA,2024/03/10,917701057
238,{'$oid': '65edbc48f8472f2ffaac7d9b'},299000000,2,1,34,KEDUNGKANDANG,KOTA MALANG,2024/03/10,917701038
239,{'$oid': '65edbc48f8472f2ffaac7d9c'},1100000000,5,3,400,SAWANGAN,KOTA DEPOK,2024/03/10,917701035
240,{'$oid': '65edbc48f8472f2ffaac7d9d'},1650000000,4,3,144,BUMI SERPONG DAMAI,KOTA TANGERANG SELATAN,2024/03/10,917701019
241,{'$oid': '65edbc48f8472f2ffaac7d9e'},{'$numberLong': '8500000000'},6,4,568,PESANGGRAHAN,JAKARTA SELATAN,2024/03/10,917700998
242,{'$oid': '65edbc48f8472f2ffaac7d9f'},{'$numberLong': '3250000000'},4,4,230,CIBUBUR,JAKARTA TIMUR,2024/03/10,917700983
243,{'$oid': '65edbc48f8472f2ffaac7da0'},500000000,3,2,65,BUKIT RAYA,KOTA PEKANBARU,2024/02/03,908502780
244,{'$oid': '65edbc48f8472f2ffaac7da1'},220000000,3,2,85,JEKAN RAYA,KOTA PALANGKARAYA,2024/02/28,891620778
245,{'$oid': '65edbc48f8472f2ffaac7da2'},1950000000,4,4,145,MLATI,KAB. SLEMAN,2024/11/23,912479804
246,{'$oid': '65edbc48f8472f2ffaac7da3'},{'$numberLong': '2900000000'},4,2,230,RUNGKUT,KOTA SURABAYA,2024/03/08,917604264
247,{'$oid': '65edbc48f8472f2ffaac7da4'},680000000,3,2,125,PAYUNG SEKAKI,KOTA PEKANBARU,2024/03/10,917700964
248,{'$oid': '65edbc48f8472f2ffaac7da5'},1000000000,3,2,84,MAMPANG PRAPATAN,JAKARTA SELATAN,2024/03/10,917700955
249,{'$oid': '65edbc48f8472f2ffaac7da6'},650000000,3,1,193,RAJEG,KAB. TANGERANG,2024/03/10,917700943
250,{'$oid': '65edbc48f8472f2ffaac7da7'},500000000,2,1,36,TAMBUN SELATAN,KAB. BEKASI,2024/03/10,917700940
251,{'$oid': '65edbc48f8472f2ffaac7da8'},750000000,2,2,71,JATINEGARA,JAKARTA TIMUR,2024/03/10,917700935
252,{'$oid': '65edbc48f8472f2ffaac7da9'},250000258,2,1,50,BATUNUNGGAL,KOTA BANDUNG,2024/03/10,917700921
253,{'$oid': '65edbc48f8472f2ffaac7daa'},785000000,3,3,135,BALIKPAPAN KOTA,KOTA BALIKPAPAN,2024/03/10,917700691
254,{'$oid': '65edbc48f8472f2ffaac7dab'},800000001,2,2,55,BEKASI TIMUR,KOTA BEKASI,2024/03/10,917700886
255,{'$oid': '65edbc48f8472f2ffaac7dac'},{'$numberLong': '2950000000'},3,2,180,PONDOK AREN,KOTA TANGERANG SELATAN,2024/03/10,917700860
256,{'$oid': '65edbc48f8472f2ffaac7dad'},120000000,2,1,33,BOGOR BARAT - KOTA,KOTA BOGOR,2024/03/10,917700859
257,{'$oid': '65edbc48f8472f2ffaac7dae'},1800000000,4,2,136,BEKASI SELATAN,KOTA BEKASI,2024/03/10,917700855
258,{'$oid': '65edbc48f8472f2ffaac7daf'},295000000,2,1,48,BANJAR BARU SELATAN,KOTA BANJARBARU,2024/02/15,916524753
259,{'$oid': '65edbc48f8472f2ffaac7db0'},425000000,3,1,84,TEMBALANG,KOTA SEMARANG,2024/02/24,913984607
260,{'$oid': '65edbc48f8472f2ffaac7db1'},950000000,2,2,108,UNGARAN BARAT,KAB. SEMARANG,2024/03/02,917285787
261,{'$oid': '65edbc48f8472f2ffaac7db2'},{'$numberLong': '2500000000'},3,2,118,TAMAN SARI,JAKARTA BARAT,2024/02/18,916687494
262,{'$oid': '65edbc48f8472f2ffaac7db3'},278500000,2,1,36,MOJOSARI,KAB. MOJOKERTO,2024/03/10,917700829
263,{'$oid': '65edbc48f8472f2ffaac7db4'},{'$numberLong': '8990000000'},6,6,500,PAKUWON,KOTA SURABAYA,2024/03/10,917700793
264,{'$oid': '65edbc48f8472f2ffaac7db5'},385000000,2,1,55,MEDAN SELAYANG,KOTA MEDAN,2024/03/10,917700775
265,{'$oid': '65edbc48f8472f2ffaac7db6'},{'$numberLong': '12500000000'},7,6,650,CITRALAND,KOTA SURABAYA,2024/03/10,917700746
266,{'$oid': '65edbc48f8472f2ffaac7db7'},{'$numberLong': '3000000000'},4,3,110,PONDOK AREN,KOTA TANGERANG SELATAN,2024/03/10,917700736
267,{'$oid': '65edbc48f8472f2ffaac7db8'},{'$numberLong': '2500000000'},4,4,250,BOGOR TENGAH - KOTA,KOTA BOGOR,2024/03/10,917700733
268,{'$oid': '65edbc48f8472f2ffaac7db9'},850000000,2,2,160,GEDANGAN,KAB. SIDOARJO,2024/03/10,917700679
269,{'$oid': '65edbc48f8472f2ffaac7dba'},1590400000,3,2,77,MUSTIKA JAYA,KOTA BEKASI,2024/03/10,913110368
270,{'$oid': '65edbc48f8472f2ffaac7dbb'},{'$numberLong': '10500000000'},6,7,550,LAKARSANTRI,KOTA SURABAYA,2024/03/10,917700677
271,{'$oid': '65edbc48f8472f2ffaac7dbc'},330000000,2,1,45,MUSTIKA JAYA,KOTA BEKASI,2024/03/10,913647023
272,{'$oid': '65edbc48f8472f2ffaac7dbd'},{'$numberLong': '3900000000'},5,5,300,CIPUTAT,KOTA TANGERANG SELATAN,2024/03/10,917700662
273,{'$oid': '65edbc48f8472f2ffaac7dbe'},850000000,3,3,174,CIMANGGIS,KOTA DEPOK,2024/12/29,914260681
274,{'$oid': '65edbc48f8472f2ffaac7dbf'},1200000000,7,7,100,JAMBANGAN,KOTA SURABAYA,2024/02/21,914252111
275,{'$oid': '65edbc48f8472f2ffaac7dc0'},1825000000,4,5,210,SUKMAJAYA,KOTA DEPOK,2024/01/19,845676903
276,{'$oid': '65edbc48f8472f2ffaac7dc1'},1900000000,3,3,170,JATI SAMPURNA,KOTA BEKASI,2024/02/09,916273840
277,{'$oid': '65edbc48f8472f2ffaac7dc2'},430000000,2,2,60,SUKATANI,KAB. BEKASI,2024/03/10,915091434
278,{'$oid': '65edbc48f8472f2ffaac7dc3'},490000000,2,1,45,MUSTIKA JAYA,KOTA BEKASI,2024/03/10,915241062
279,{'$oid': '65edbc48f8472f2ffaac7dc4'},950000000,4,2,150,KARTASURA,KAB. SUKOHARJO,2024/03/10,917700640
280,{'$oid': '65edbc48f8472f2ffaac7dc5'},210000000,2,1,49,SUKODONO,KAB. SIDOARJO,2024/03/10,917700612
281,{'$oid': '65edbc48f8472f2ffaac7dc6'},278000000,2,1,36,RAYA DARMO,KOTA SURABAYA,2024/03/10,917700611
282,{'$oid': '65edbc48f8472f2ffaac7dc7'},{'$numberLong': '5750000000'},5,5,250,SAMBIKEREP,KOTA SURABAYA,2024/03/10,917700600
283,{'$oid': '65edbc48f8472f2ffaac7dc8'},{'$numberLong': '20000000000'},7,6,1145,CILANDAK,JAKARTA SELATAN,2024/03/10,917700589
284,{'$oid': '65edbc48f8472f2ffaac7dc9'},300000000,2,1,148,TANJUNG PANDAN,KAB. BELITUNG,2024/03/10,917700552
285,{'$oid': '65edbc48f8472f2ffaac7dca'},1500000000,3,2,58,CIMANGGIS,KOTA DEPOK,2024/03/10,917700535
286,{'$oid': '65edbc48f8472f2ffaac7dcb'},{'$numberLong': '2500000000'},3,2,250,BUAHBATU (MARGACINTA),KOTA BANDUNG,2024/03/10,915533363
287,{'$oid': '65edbc48f8472f2ffaac7dcc'},1995000000,3,3,136,KEMIRI,KAB. TANGERANG,2024/03/10,917700506
288,{'$oid': '65edbc48f8472f2ffaac7dcd'},800000000,5,2,200,BOGOR UTARA - KOTA,KOTA BOGOR,2024/02/14,914295955
289,{'$oid': '65edbc48f8472f2ffaac7dce'},375000000,2,1,40,NGAMPRAH,KAB. BANDUNG BARAT,2024/01/04,914501880
290,{'$oid': '65edbc48f8472f2ffaac7dcf'},{'$numberLong': '6850000000'},3,2,70,PARONGPONG,KAB. BANDUNG BARAT,2024/01/16,900517647
291,{'$oid': '65edbc48f8472f2ffaac7dd0'},380000000,3,2,5,PANAKKUKANG,KOTA MAKASSAR,2024/03/09,917636719
292,{'$oid': '65edbc48f8472f2ffaac7dd1'},1800000000,3,3,140,REGOL,KOTA BANDUNG,2024/03/10,915533139
293,{'$oid': '65edbc48f8472f2ffaac7dd2'},750000000,2,1,55,PATI,KAB. PATI,2024/03/10,917700481
294,{'$oid': '65edbc48f8472f2ffaac7dd3'},450000000,3,1,96,JONGGOL,KAB. BOGOR,2024/03/10,915172662
295,{'$oid': '65edbc48f8472f2ffaac7dd4'},1250000000,4,2,100,ANTAPANI (CICADAS),KOTA BANDUNG,2024/03/10,915533688
296,{'$oid': '65edbc48f8472f2ffaac7dd5'},{'$numberLong': '2700000000'},5,4,155,BOGOR TENGAH - KOTA,KOTA BOGOR,2024/03/10,917700462
297,{'$oid': '65edbc48f8472f2ffaac7dd6'},915000000,3,2,95,ARCAMANIK,KOTA BANDUNG,2024/03/10,915509642
298,{'$oid': '65edbc48f8472f2ffaac7dd7'},250000000,2,1,36,PANCORAN MAS,KOTA DEPOK,2024/03/10,914929515
299,{'$oid': '65edbc48f8472f2ffaac7dd8'},240000000,2,1,30,SAWANGAN,KOTA DEPOK,2024/03/10,914770386
300,{'$oid': '65edbc48f8472f2ffaac7dd9'},325000,2,1,35,GODEAN,KAB. SLEMAN,2024/03/10,917700431
301,{'$oid': '65edbc48f8472f2ffaac7dda'},1995000000,3,3,136,KEBAYORAN LAMA,JAKARTA SELATAN,2024/03/10,917700402
302,{'$oid': '65edbc48f8472f2ffaac7ddb'},750000000,2,1,55,GAYAMSARI,KOTA SEMARANG,2024/03/10,917700395
303,{'$oid': '65edbc48f8472f2ffaac7ddc'},250000000,2,1,36,SOOKO,KAB. MOJOKERTO,2024/03/05,912799387
304,{'$oid': '65edbc48f8472f2ffaac7ddd'},350000000,4,2,150,CILEUNYI,KAB. BANDUNG,2024/02/19,916713091
305,{'$oid': '65edbc48f8472f2ffaac7dde'},280000000,2,1,45,BANJARAN,KAB. BANDUNG,2024/03/10,917673295
306,{'$oid': '65edbc48f8472f2ffaac7ddf'},2100000000,3,2,92,SERPONG,KOTA TANGERANG SELATAN,2024/02/08,916253074
307,{'$oid': '65edbc48f8472f2ffaac7de0'},{'$numberLong': '2750000000'},5,5,270,JAGAKARSA,JAKARTA SELATAN,2024/03/10,915626709
308,{'$oid': '65edbc48f8472f2ffaac7de1'},1400000000,6,4,220,ALANG-ALANG LEBAR,KOTA PALEMBANG,2024/03/10,917700355
309,{'$oid': '65edbc48f8472f2ffaac7de2'},900000000,2,1,55,JAGAKARSA,JAKARTA SELATAN,2024/03/10,915636492
310,{'$oid': '65edbc48f8472f2ffaac7de3'},550000000,2,1,51,CIBIRU,KOTA BANDUNG,2024/03/10,908278992
311,{'$oid': '65edbc48f8472f2ffaac7de4'},2000000000,4,4,165,BOGOR TENGAH - KOTA,KOTA BOGOR,2024/03/10,917700323
312,{'$oid': '65edbc48f8472f2ffaac7de5'},455000000,2,1,36,MANDALAJATI,KOTA BANDUNG,2024/03/10,907278904
313,{'$oid': '65edbc48f8472f2ffaac7de6'},1650000000,4,3,112,BUMI SERPONG DAMAI,KOTA TANGERANG SELATAN,2024/03/10,917700313
314,{'$oid': '65edbc48f8472f2ffaac7de7'},386000000,2,1,38,TAMAN,KAB. SIDOARJO,2024/03/10,917700308
315,{'$oid': '65edbc48f8472f2ffaac7de8'},1995000000,3,3,136,TANGERANG,KOTA TANGERANG,2024/03/10,917700303
316,{'$oid': '65edbc48f8472f2ffaac7de9'},650000000,2,2,51,UJUNG BERUNG,KOTA BANDUNG,2024/03/10,906610573
317,{'$oid': '65edbc48f8472f2ffaac7dea'},1750000000,4,4,180,PONDOK AREN,KOTA TANGERANG SELATAN,2024/03/10,917700279
318,{'$oid': '65edbc48f8472f2ffaac7deb'},1250000000,3,3,120,SUKMAJAYA,KOTA DEPOK,2024/02/16,916576680
319,{'$oid': '65edbc48f8472f2ffaac7dec'},186000000,2,1,30,PURWOREJO,KOTA PASURUAN,2024/02/16,916598913
320,{'$oid': '65edbc48f8472f2ffaac7ded'},410000000,2,1,50,RUMBAI PESISIR,KOTA PEKANBARU,2024/03/08,917587060
321,{'$oid': '65edbc48f8472f2ffaac7dee'},{'$numberLong': '2500000000'},3,1,60,UNGARAN TIMUR,KAB. SEMARANG,2024/02/12,916410376
322,{'$oid': '65edbc48f8472f2ffaac7def'},900000001,3,1,51,CIKUPA,KAB. TANGERANG,2024/03/10,917700272
323,{'$oid': '65edbc48f8472f2ffaac7df0'},985000000,3,2,84,BUAHBATU (MARGACINTA),KOTA BANDUNG,2024/03/10,909908790
324,{'$oid': '65edbc48f8472f2ffaac7df1'},{'$numberLong': '35000000000'},7,4,456,CINERE,KOTA DEPOK,2024/03/10,917700265
325,{'$oid': '65edbc48f8472f2ffaac7df2'},166000000,2,1,30,WELERI,KAB. KENDAL,2024/03/10,917700264
326,{'$oid': '65edbc48f8472f2ffaac7df3'},560000000,2,1,45,BUDURAN,KAB. SIDOARJO,2024/03/10,911183723
327,{'$oid': '65edbc48f8472f2ffaac7df4'},565000000,2,1,52,CIBIRU,KOTA BANDUNG,2024/03/10,909321440
328,{'$oid': '65edbc48f8472f2ffaac7df5'},620000000,2,1,50,NGAGLIK,KAB. SLEMAN,2024/03/10,917700231
329,{'$oid': '65edbc48f8472f2ffaac7df6'},500000000,1,1,150,CIBEUREUM,KOTA TASIKMALAYA,2024/03/10,917700223
330,{'$oid': '65edbc48f8472f2ffaac7df7'},2000000000,4,4,160,BOGOR TENGAH - KOTA,KOTA BOGOR,2024/03/10,917700219
331,{'$oid': '65edbc48f8472f2ffaac7df8'},1400000000,4,3,110,ARCAMANIK,KOTA BANDUNG,2024/03/10,907946913
332,{'$oid': '65edbc48f8472f2ffaac7df9'},985000000,3,2,110,GEDEBAGE,KOTA BANDUNG,2024/03/10,907965413
333,{'$oid': '65edbc48f8472f2ffaac7dfa'},{'$numberLong': '13385000000'},3,2,350,KEBON JERUK,JAKARTA BARAT,2024/03/06,917508702
334,{'$oid': '65edbc48f8472f2ffaac7dfb'},625000000,3,3,140,KADIA,KOTA KENDARI,2024/02/15,916539941
335,{'$oid': '65edbc48f8472f2ffaac7dfc'},50000000,3,2,63,PASAR KEMIS,KAB. TANGERANG,2024/02/18,916647949
336,{'$oid': '65edbc48f8472f2ffaac7dfd'},699000000,3,1,118,SAWANGAN,KOTA DEPOK,2024/11/25,881125825
337,{'$oid': '65edbc48f8472f2ffaac7dfe'},400000000,2,1,36,JATIWARNA,KOTA BEKASI,2024/03/10,917700185
338,{'$oid': '65edbc48f8472f2ffaac7dff'},{'$numberLong': '2650000000'},5,4,155,BOJONGLOA KALER,KOTA BANDUNG,2024/03/10,917700181
339,{'$oid': '65edbc48f8472f2ffaac7e00'},439000000,2,2,30,PARONGPONG,KAB. BANDUNG BARAT,2024/03/10,910945594
340,{'$oid': '65edbc48f8472f2ffaac7e01'},2900000,6,6,350,CIPUTAT,KOTA TANGERANG SELATAN,2024/03/10,917700148
341,{'$oid': '65edbc48f8472f2ffaac7e02'},565000000,2,1,50,CILEUNYI,KAB. BANDUNG,2024/03/10,908278097
342,{'$oid': '65edbc48f8472f2ffaac7e03'},200000000,2,1,72,GEMPOL,KAB. PASURUAN,2024/03/10,917700139
343,{'$oid': '65edbc48f8472f2ffaac7e04'},1367000000,3,2,101,KIARACONDONG,KOTA BANDUNG,2024/03/10,911593557
344,{'$oid': '65edbc48f8472f2ffaac7e05'},450000000,3,1,61,MARGAASIH,KAB. BANDUNG,2024/03/10,911316654
345,{'$oid': '65edbc48f8472f2ffaac7e06'},240000000,2,1,30,JAGAKARSA,JAKARTA SELATAN,2024/03/10,917700107
346,{'$oid': '65edbc48f8472f2ffaac7e07'},1500000000,3,2,138,BEKASI SELATAN,KOTA BEKASI,2024/03/10,917700103
347,{'$oid': '65edbc48f8472f2ffaac7e08'},{'$numberLong': '7500000000'},8,5,950,KELAPA GADING,JAKARTA UTARA,2024/03/10,917700095
348,{'$oid': '65edbc48f8472f2ffaac7e09'},395000000,5,3,110,CITAYAM,KOTA DEPOK,2024/03/04,917385084
349,{'$oid': '65edbc48f8472f2ffaac7e0a'},1825000000,4,2,162,PALMERAH,JAKARTA BARAT,2024/02/06,913841687
350,{'$oid': '65edbc48f8472f2ffaac7e0b'},1550000000,3,2,120,MANDALAJATI,KOTA BANDUNG,2024/02/09,916301115
351,{'$oid': '65edbc48f8472f2ffaac7e0c'},350000000,3,1,50,LEMBANG,KAB. BANDUNG BARAT,2024/02/17,916601011
352,{'$oid': '65edbc48f8472f2ffaac7e0d'},{'$numberLong': '2350000000'},2,2,86,PONDOK AREN,KOTA TANGERANG SELATAN,2024/03/10,917700085
353,{'$oid': '65edbc48f8472f2ffaac7e0e'},802000000,2,2,51,ARCAMANIK,KOTA BANDUNG,2024/03/10,910679728
354,{'$oid': '65edbc48f8472f2ffaac7e0f'},1675000000,4,4,150,JAGAKARSA,JAKARTA SELATAN,2024/03/10,915870741
355,{'$oid': '65edbc48f8472f2ffaac7e10'},755000000,3,2,189,BANJARMASIN TENGAH,KOTA BANJARMASIN,2024/03/10,917700066
356,{'$oid': '65edbc48f8472f2ffaac7e11'},240000000,2,1,30,TANJUNG BARAT,JAKARTA SELATAN,2024/03/10,917700061
357,{'$oid': '65edbc48f8472f2ffaac7e12'},501000000,2,1,50,KIARACONDONG,KOTA BANDUNG,2024/03/10,911608380
358,{'$oid': '65edbc48f8472f2ffaac7e13'},800000000,2,2,64,CENGKARENG,JAKARTA BARAT,2024/03/10,917700048
359,{'$oid': '65edbc48f8472f2ffaac7e14'},660900000,2,2,52,ARCAMANIK,KOTA BANDUNG,2024/03/10,910671356
360,{'$oid': '65edbc48f8472f2ffaac7e15'},190000000,2,1,0,CITAYAM,KOTA DEPOK,2024/03/10,917700040
361,{'$oid': '65edbc48f8472f2ffaac7e16'},750000000,4,1,110,WONOCOLO,KOTA SURABAYA,2024/03/10,917700039
362,{'$oid': '65edbc48f8472f2ffaac7e17'},240000000,2,1,30,SETIA BUDI,JAKARTA SELATAN,2024/03/10,917700022
363,{'$oid': '65edbc48f8472f2ffaac7e18'},{'$numberLong': '3000000000'},7,3,800,PATEBON,KAB. KENDAL,2024/02/09,916302691
364,{'$oid': '65edbc48f8472f2ffaac7e19'},800000000,3,2,120,PANCORAN MAS,KOTA DEPOK,2024/03/07,908710941
365,{'$oid': '65edbc48f8472f2ffaac7e1a'},395000000,2,1,63,ASTANA ANYAR,KOTA BANDUNG,2024/03/13,864972730
366,{'$oid': '65edbc48f8472f2ffaac7e1b'},235000000,2,1,30,MENGANTI,KAB. GRESIK,2024/02/12,916402314
367,{'$oid': '65edbc48f8472f2ffaac7e1c'},599000000,3,2,56,MANDALAJATI,KOTA BANDUNG,2024/03/10,911608619
368,{'$oid': '65edbc48f8472f2ffaac7e1d'},479000000,2,2,45,CIMEUNYAN,KAB. BANDUNG,2024/03/10,913048282
369,{'$oid': '65edbc48f8472f2ffaac7e1e'},580000000,2,1,45,NGAGLIK,KAB. SLEMAN,2024/03/10,917699980
370,{'$oid': '65edbc48f8472f2ffaac7e1f'},240000000,2,1,30,PASAR MINGGU,JAKARTA SELATAN,2024/03/10,917699977
371,{'$oid': '65edbc48f8472f2ffaac7e20'},482000000,2,2,45,MANDALAJATI,KOTA BANDUNG,2024/03/10,912440317
372,{'$oid': '65edbc48f8472f2ffaac7e21'},440000000,2,2,50,CILEUNYI,KAB. BANDUNG,2024/03/10,912405991
373,{'$oid': '65edbc48f8472f2ffaac7e22'},500000000,2,2,63,CIBITUNG,KAB. BEKASI,2024/03/10,917699959
374,{'$oid': '65edbc48f8472f2ffaac7e23'},{'$numberLong': '2800000000'},5,3,195,CENGKARENG,JAKARTA BARAT,2024/03/10,917699946
375,{'$oid': '65edbc48f8472f2ffaac7e24'},{'$numberLong': '4500000000'},5,2,290,PURWOKERTO TIMUR,KAB. BANYUMAS,2024/03/10,917699942
376,{'$oid': '65edbc48f8472f2ffaac7e25'},532000000,2,2,45,BOJONGSOANG,KAB. BANDUNG,2024/03/10,911780550
377,{'$oid': '65edbc48f8472f2ffaac7e26'},450000000,2,1,70,LEGOK,KAB. TANGERANG,2024/03/10,917545751
378,{'$oid': '65edbc48f8472f2ffaac7e27'},850000000,2,3,250,TOMOHON TENGAH,KOTA TOMOHON,2024/03/06,917515830
379,{'$oid': '65edbc48f8472f2ffaac7e28'},888000000,3,2,63,KALIDERES,JAKARTA BARAT,2024/02/12,828652958
380,{'$oid': '65edbc48f8472f2ffaac7e29'},1585000000,3,3,112,PAMULANG,KOTA TANGERANG SELATAN,2024/02/11,876728974
381,{'$oid': '65edbc48f8472f2ffaac7e2a'},500000000,2,1,45,BEJI,KOTA DEPOK,2024/02/23,916927376
382,{'$oid': '65edbc48f8472f2ffaac7e2b'},{'$numberLong': '7500000000'},5,4,450,MENTENG,JAKARTA PUSAT,2024/03/10,917699937
383,{'$oid': '65edbc48f8472f2ffaac7e2c'},240000000,2,1,30,PANCORAN,JAKARTA SELATAN,2024/03/10,917699933
384,{'$oid': '65edbc48f8472f2ffaac7e2d'},480000000,2,1,37,SUMUR BANDUNG,KOTA BANDUNG,2024/03/10,912391610
